"","date","binding_score","escape_score"
"50043","2021-08-06",0.0414335664335664,0.17763120354021
"50220","2021-08-07",0.0427189988623436,0.177214907309443
"50404","2021-08-08",0.0420746887966805,0.177361504849585
"50444","2021-08-09",0.0372304995617879,0.178419505528776
"50600","2021-08-10",0.0367254408060453,0.179046922935908
"50938","2021-08-11",0.0366417290108063,0.179062093155999
"51168","2021-08-12",0.0368253968253968,0.179202976211362
"51695","2021-08-13",0.0364,0.179390194437908
"51925","2021-08-14",0.0360032232070911,0.179545878881279
"52006","2021-08-15",0.0358684210526316,0.179598022361111
"52034","2021-08-16",0.0384117647058824,0.180004764833333
"52287","2021-08-17",0.0391392405063291,0.17952518971519
"52500","2021-08-18",0.0380956761729531,0.179137351939589
"52606","2021-08-19",0.0378546409807356,0.179490905954466
"52831","2021-08-20",0.0374193548387097,0.179509005277306
"53058","2021-08-21",0.0357375,0.179928876520833
"53443","2021-08-22",0.0342211652794293,0.179834753056877
"53526","2021-08-23",0.0344510739856802,0.179688305001989
"53799","2021-08-24",0.0342999414176919,0.179648488966999
"54519","2021-08-25",0.034009900990099,0.179962177109854
"54697","2021-08-26",0.0338212526389866,0.180418227621393
"54979","2021-08-27",0.0337289377289377,0.180642692167277
"55202","2021-08-28",0.0351374207188161,0.180428889526075
"55289","2021-08-29",0.0379845814977974,0.180246739427313
"55432","2021-08-30",0.0387124463519313,0.180444543589056
"55677","2021-08-31",0.0383887915936953,0.180170343447169
"55819","2021-09-01",0.0386008968609865,0.180192392107623
"56099","2021-09-02",0.0391412213740458,0.179252923147265
"56314","2021-09-03",0.0394363459669582,0.17932814861516
"56715","2021-09-04",0.0392233009708738,0.180022988252427
"56777","2021-09-05",0.0394180407371484,0.180720805989331
"56798","2021-09-06",0.0383062880324544,0.181266939908722
"57015","2021-09-07",0.0388709677419355,0.182273507112455
"57151","2021-09-08",0.038665785997358,0.182336821257155
"57278","2021-09-09",0.0384883720930233,0.182442092775624
"57411","2021-09-10",0.0319478737997257,0.182109282030178
"57569","2021-09-11",0.0325506072874494,0.181870083918129
"57689","2021-09-12",0.0324283765347885,0.181379397112324
"57727","2021-09-13",0.0329974489795918,0.18095202442602
"57897","2021-09-14",0.0322615803814714,0.180932306312443
"58052","2021-09-15",0.0322837837837838,0.180856482004504
"58266","2021-09-16",0.0318508287292818,0.180734302785451
"58512","2021-09-17",0.0380168776371308,0.181123404699953
"58679","2021-09-18",0.038034188034188,0.180446065479582
"58779","2021-09-19",0.037663421418637,0.18116240474038
"58800","2021-09-20",0.0377840112201964,0.181187886325386
"58931","2021-09-21",0.0375474254742547,0.181149134981933
"59147","2021-09-22",0.0370967741935484,0.181006735811127
"59345","2021-09-23",0.0372841225626741,0.180753076474002
"59572","2021-09-24",0.0368305304010349,0.18057227012721
"59707","2021-09-25",0.0361135371179039,0.180561072780204
"59762","2021-09-26",0.036500553709856,0.179971194675157
"59819","2021-09-27",0.0363822115384615,0.179963162870593
"60041","2021-09-28",0.0365432098765432,0.18015795218107
"60393","2021-09-29",0.0374189675870348,0.180392694167667
"60544","2021-09-30",0.0376923076923077,0.180589623799349
"60684","2021-10-01",0.0384973404255319,0.180681381648936
"60876","2021-10-02",0.0385344827586207,0.180624679310345
"60978","2021-10-03",0.0348461538461538,0.178842401971154
"60997","2021-10-04",0.0332310469314079,0.179159020397112
"61131","2021-10-05",0.0179856115107914,0.177120337604916
"61323","2021-10-06",0.0209344490934449,0.17731714748954
"61454","2021-10-07",0.0207988980716253,0.177446563165748
"61641","2021-10-08",0.0219099590723056,0.17648637443156
"61734","2021-10-09",0.0219354838709677,0.176528204726702
"61978","2021-10-10",0.0241153342070773,0.178238727195282
"62000","2021-10-11",0.0283005780346821,0.173570827947977
"62150","2021-10-12",0.0385022026431718,0.175047306929148
"62284","2021-10-13",0.0396795727636849,0.174047284846462
"62373","2021-10-14",0.0400384122919334,0.174527061726419
"62673","2021-10-15",0.039081015719468,0.175680370002015
"62824","2021-10-16",0.0401168224299065,0.17635140623053
"62901","2021-10-17",0.0397805642633229,0.176440737338906
"62957","2021-10-18",0.0383185840707965,0.181051342754425
"63157","2021-10-19",0.0383383383383383,0.181166680755756
"63323","2021-10-20",0.0374353876739563,0.181483777982107
"63535","2021-10-21",0.0374148296593186,0.181229990940214
"63769","2021-10-22",0.0373526370217167,0.181591753679766
"64055","2021-10-23",0.0371264367816092,0.18175994699582
"64164","2021-10-24",0.0377715565509519,0.181910393187757
"64227","2021-10-25",0.0370332187857961,0.182457941542573
"64377","2021-10-26",0.0357839721254355,0.183995862582269
"64545","2021-10-27",0.0370569280343716,0.183847345345507
"64711","2021-10-28",0.0370726495726496,0.183824993117877
"64960","2021-10-29",0.0360045662100457,0.184806521042618
"65236","2021-10-30",0.0356359649122807,0.184507904614401
"65416","2021-10-31",0.035720207253886,0.18451547462867
"65468","2021-11-01",0.0355014605647517,0.18421016193606
"65538","2021-11-02",0.0353559322033898,0.184704027528249
"65721","2021-11-03",0.0351994401679496,0.18435890879986
"65918","2021-11-04",0.0352002670226969,0.184349241444148
"66163","2021-11-05",0.0353991468616697,0.183758706845419
"66574","2021-11-06",0.0359154929577465,0.183318797373826
"67028","2021-11-07",0.0359920634920635,0.183529276894369
"67151","2021-11-08",0.0368117519042437,0.183304503563656
"67449","2021-11-09",0.0363915094339623,0.182566265669222
"67714","2021-11-10",0.0334560327198364,0.183534816320155
"67979","2021-11-11",0.0329624277456647,0.183558357237476
"68339","2021-11-12",0.0333498233215548,0.183409877638398
"68582","2021-11-13",0.0327014218009479,0.184654912818777
"68764","2021-11-14",0.0322200132538105,0.184355672316103
"68805","2021-11-15",0.0310043668122271,0.184809591502911
"69127","2021-11-16",0.0318340026773762,0.184670304741187
"69445","2021-11-17",0.0344810659186536,0.183637988405797
"69731","2021-11-18",0.0330373831775701,0.183969305896751
"70012","2021-11-19",0.0326845637583893,0.183907084026846
"70411","2021-11-20",0.0339292251372788,0.182451823835672
"70531","2021-11-21",0.0340918163672655,0.182581713844533
"70667","2021-11-22",0.0340631578947368,0.182325913263158
"70941","2021-11-23",0.0344661776691117,0.181670004149688
"71409","2021-11-24",0.0344624903325599,0.18220293959139
"71554","2021-11-25",0.0369012082444918,0.181390254732291
"71690","2021-11-26",0.0355572519083969,0.181888343066158
"71871","2021-11-27",0.0340805785123967,0.182585456844008
"72075","2021-11-28",0.0279531568228106,0.183878795977597
"72302","2021-11-29",0.0295229186155285,0.183538171195822
"72486","2021-11-30",0.0297578475336323,0.18328023612855
"72610","2021-12-01",0.0303619909502262,0.18279379040724
"72777","2021-12-02",0.0234430856067733,0.185008631491063
"73023","2021-12-03",0.0288058252427184,0.183643331104369
"73288","2021-12-04",0.028000936329588,0.18372181059613
"73488","2021-12-05",0.0304484088717454,0.183051330307779
"73689","2021-12-06",0.0300436046511628,0.183111992381298
"75088","2021-12-07",0.0288463451019393,0.184699322492955
"75297","2021-12-08",0.0273697521497218,0.186900236503119
"75385","2021-12-09",0.0303837837837838,0.186222870027027
"75582","2021-12-10",0.0113025210084034,0.196861708771008
"75779","2021-12-11",-0.0171036315323295,0.206780402642456
"75931","2021-12-12",-0.0309942004971003,0.212561765196078
"76002","2021-12-13",-0.0472521739130435,0.219275733681159
"76294","2021-12-14",-0.0690042194092827,0.224936357137834
"76677","2021-12-15",-0.113269069572506,0.235379177039676
"76870","2021-12-16",-0.129141732283465,0.239544013057743
"77004","2021-12-17",-0.210433025404157,0.258437755403195
"77231","2021-12-18",-0.241657142857143,0.267032752185185
"77396","2021-12-19",-0.27925187032419,0.276685258987947
"77558","2021-12-20",-0.390937672366244,0.307163090205001
"78586","2021-12-21",-0.43347728547392,0.318070378935315
"78839","2021-12-22",-0.580252447192169,0.359319232212777
"79083","2021-12-23",-0.620533405172414,0.370429313200431
"79453","2021-12-24",-0.907917271407838,0.45104880717223
"79645","2021-12-25",-1.16196503496504,0.518135563135198
"79981","2021-12-26",-1.25002194586686,0.540452910686418
"80053","2021-12-27",-1.44399566473988,0.59438831557683
"80363","2021-12-28",-1.47431401320616,0.602584586665444
"80690","2021-12-29",-1.48301369863014,0.602674414817352
"80923","2021-12-30",-1.49947456213511,0.607891710717264
"81371","2021-12-31",-1.53607677293429,0.620278314535892
"81616","2022-01-01",-1.54435636856369,0.625894991847335
"81662","2022-01-02",-1.6076067179846,0.644200237794495
"81877","2022-01-03",-1.58503490401396,0.637447126163467
"82809","2022-01-04",-1.67432142857143,0.663209034151786
"83082","2022-01-05",-1.70259421560035,0.669864895581361
"83224","2022-01-06",-1.71888,0.674747922541667
"83318","2022-01-07",-1.93521970705726,0.736770520960941
"83445","2022-01-08",-1.93504658385093,0.735379829839545
"83522","2022-01-09",-1.94610759493671,0.740806173839663
"83551","2022-01-10",-2.01195555555556,0.760033581283951
"83995","2022-01-11",-2.03368902439024,0.764644134997459
"84143","2022-01-12",-2.05758771929825,0.774469865752924
"84265","2022-01-13",-2.09268027210884,0.783145095929705
"84403","2022-01-14",-2.13488461538462,0.809454413589744
"84533","2022-01-15",-2.21171052631579,0.828772561340852
"84661","2022-01-16",-2.22692095588235,0.83060799051011
"84812","2022-01-17",-2.23149253731343,0.832449981273321
"85405","2022-01-18",-2.24012369172217,0.836486052767206
"85839","2022-01-19",-2.24146214099217,0.837068667348419
"85981","2022-01-20",-2.23893405600723,0.837766464709425
"86114","2022-01-21",-2.32758823529412,0.855661669656863
"86220","2022-01-22",-2.31676413255361,0.854892946345029
"86460","2022-01-23",-2.29484342379958,0.855828579714683
"86502","2022-01-24",-2.29345707656613,0.856856265680588
"86682","2022-01-25",-2.31394673123487,0.862563897921711
"86755","2022-01-26",-2.33515901060071,0.873632239045936
"87015","2022-01-27",-2.3260472972973,0.869162683952703
"87133","2022-01-28",-2.27454011741683,0.844346850733855
"87194","2022-01-29",-2.32654191616766,0.862760930651198
"87276","2022-01-30",-2.33257871064468,0.862015422513743
"87431","2022-01-31",-2.33172932330827,0.862073476340852
"88137","2022-02-01",-2.33843971631206,0.862222791465721
"88600","2022-02-02",-2.33490331491713,0.860806581042818
"88716","2022-02-03",-2.34445833333333,0.864847206469907
"88828","2022-02-04",-2.38478070175439,0.883955423702485
"89044","2022-02-05",-2.33079872204473,0.864862068370607
"89183","2022-02-06",-2.36240924092409,0.878552871507151
"89317","2022-02-07",-2.37401785714286,0.882388965451389
"89382","2022-02-08",-2.32974522292994,0.876767534049894
"89444","2022-02-09",-2.35672240802676,0.887981590412486
"89630","2022-02-10",-2.35319444444444,0.885624234201389
"89992","2022-02-11",-2.37774390243902,0.88866412085874
"90081","2022-02-12",-2.35760355029586,0.89246671540927
"90154","2022-02-13",-2.34034482758621,0.891453242737722
"90254","2022-02-14",-2.30877697841727,0.886825510971223
"90455","2022-02-15",-2.33492307692308,0.897946198557692
"90540","2022-02-16",-2.32986666666667,0.898124777037037
"90614","2022-02-17",-2.32841121495327,0.901000149221184
"90648","2022-02-18",-2.29339805825243,0.895381144943366
"90683","2022-02-19",-2.32533653846154,0.895193998758013
"90709","2022-02-20",-2.32236051502146,0.898954666201717
"90745","2022-02-21",-2.32004201680672,0.897368719992997
"90861","2022-02-22",-2.30227799227799,0.885806463352638
"90954","2022-02-23",-2.3039852398524,0.885163595110701
"91028","2022-02-24",-2.29982269503546,0.883265433126478
"91062","2022-02-25",-2.2889247311828,0.875958146714456
"91129","2022-02-26",-2.28191881918819,0.877439672816728
"91201","2022-02-27",-2.27012096774194,0.865648374395161
"91222","2022-02-28",-2.2725702811245,0.865299409270415
"91323","2022-03-01",-2.28210909090909,0.877206094424242
"91404","2022-03-02",-2.27538461538462,0.881844501727982
"91488","2022-03-03",-2.28673529411765,0.889418300686275
"91531","2022-03-04",-2.25792125984252,0.904712994540682
"91645","2022-03-05",-2.26065459610028,0.901440576833798
"91746","2022-03-06",-2.269,0.904771250273973
"91871","2022-03-07",-2.27170918367347,0.906882818973214
"92562","2022-03-08",-2.26872824631861,0.907615509716644
"92728","2022-03-09",-2.265625,0.906576708931738
"92795","2022-03-10",-2.26066390041494,0.9055966972568
"92905","2022-03-11",-2.27245647969052,0.898590924081238
"93031","2022-03-12",-2.26195691202873,0.898963625418911
"93108","2022-03-13",-2.24655813953488,0.894508409354005
"93148","2022-03-14",-2.23714960629921,0.892846148372703
"93378","2022-03-15",-2.2389371257485,0.890590628717565
"93588","2022-03-16",-2.24410794602699,0.891726821914043
"93761","2022-03-17",-2.24516594516595,0.892356671380471
"93862","2022-03-18",-2.23758620689655,0.891642615321317
"93979","2022-03-19",-2.23785095320624,0.894105975129983
"94037","2022-03-20",-2.24329896907216,0.898345464621993
"94112","2022-03-21",-2.24536926147705,0.894072572721224
"94276","2022-03-22",-2.23882474226804,0.898081002852234
"94398","2022-03-23",-2.24342960288809,0.893662730655836
"94434","2022-03-24",-2.24223684210526,0.892796343734336
"94546","2022-03-25",-2.24432989690722,0.89624222959622
"94658","2022-03-26",-2.23394690265487,0.894581297728614
"94997","2022-03-27",-2.23153043478261,0.894395600550725
"95079","2022-03-28",-2.23138240574506,0.898887554952124
"95297","2022-03-29",-2.22757417102967,0.898639737914485
"95437","2022-03-30",-2.21532490974729,0.90335893416065
"95494","2022-03-31",-2.20993288590604,0.903806343190716
"95599","2022-04-01",-2.20757928118393,0.900453643877731
"95699","2022-04-02",-2.2088729703916,0.90179240052531
"95819","2022-04-03",-2.20717032967033,0.902015978052503
"95908","2022-04-04",-2.20681026581118,0.902353873044607
"96728","2022-04-05",-2.20846590909091,0.902254766382576
"97007","2022-04-06",-2.20669245647969,0.901879043721792
"97111","2022-04-07",-2.20782520325203,0.901475480945122
"97222","2022-04-08",-2.1967409948542,0.905941076901086
"97288","2022-04-09",-2.18686991869919,0.906136236161924
"97393","2022-04-10",-2.19320158102767,0.906661031077075
"97427","2022-04-11",-2.18691235059761,0.905254929631474
"97599","2022-04-12",-2.18761252446184,0.905875344944553
"97761","2022-04-13",-2.18663179916318,0.906506800366109
"97926","2022-04-14",-2.18508474576271,0.906314625247175
"98016","2022-04-15",-2.18730952380952,0.906545839960317
"98122","2022-04-16",-2.18852873563218,0.906560609310345
"98179","2022-04-17",-2.17028103044496,0.905262731869633
"98218","2022-04-18",-2.17718884120172,0.902853171369814
"98302","2022-04-19",-2.17954183266932,0.901339026361222
"98455","2022-04-20",-2.17868583162218,0.90051239738193
"98573","2022-04-21",-2.18098814229249,0.900534933992095
"98747","2022-04-22",-2.18377777777778,0.899293774915825
"98914","2022-04-23",-2.18524416135881,0.897199223549186
"98965","2022-04-24",-2.19884955752212,0.895580046589233
"99076","2022-04-25",-2.20387596899225,0.897418795499569
"99144","2022-04-26",-2.20850282485876,0.896070704119586
"99291","2022-04-27",-2.20980716253444,0.895899523071625
"99401","2022-04-28",-2.21153846153846,0.89565475168566
"99456","2022-04-29",-2.18581056466302,0.898734147920461
"99527","2022-04-30",-2.18648722627737,0.897490400532238
"99573","2022-05-01",-2.18569707401033,0.898579992376649
"99609","2022-05-02",-2.18372968349016,0.898700078856573
"99882","2022-05-03",-2.182242114237,0.899460208368855
"100703","2022-05-04",-2.18284987277354,0.898450864708793
"100872","2022-05-05",-2.18236842105263,0.898555924900962
"100935","2022-05-06",-2.18878025169409,0.898166855211359
"101020","2022-05-07",-2.19338677354709,0.899698643086172
"101081","2022-05-08",-2.19792270531401,0.897292102254428
"101122","2022-05-09",-2.19786206896552,0.897073108065134
"101256","2022-05-10",-2.19715639810427,0.895928809439179
"101385","2022-05-11",-2.19636363636364,0.898327626187551
"101459","2022-05-12",-2.1961421319797,0.898168772081218
"101547","2022-05-13",-2.19636828644501,0.897109269394714
"101647","2022-05-14",-2.19916666666667,0.897748967382813
"101688","2022-05-15",-2.19785340314136,0.899156517604712
"101708","2022-05-16",-2.19775,0.899086856828704
"101846","2022-05-17",-2.19716180371353,0.899545302519894
"101982","2022-05-18",-2.19783854166667,0.899552322417535
"102046","2022-05-19",-2.1994,0.899290221854167
"102095","2022-05-20",-2.20475065616798,0.898203710279965
"102162","2022-05-21",-2.21110144927536,0.897116541086957
"102209","2022-05-22",-2.21365921787709,0.896537868971136
"102255","2022-05-23",-2.21961432506887,0.894920755142332
"102358","2022-05-24",-2.22416184971098,0.893929009874759
"102439","2022-05-25",-2.22991404011461,0.892450909288443
"102516","2022-05-26",-2.23033232628399,0.89241916203424
"102574","2022-05-27",-2.23762376237624,0.892294288146315
"102622","2022-05-28",-2.22682310469314,0.893351685318893
"102671","2022-05-29",-2.23816,0.891239547566667
"102685","2022-05-30",-2.24162895927602,0.891565461915535
"102747","2022-05-31",-2.24798076923077,0.888530017427885
"102792","2022-06-01",-2.2378431372549,0.890159250204248
"102845","2022-06-02",-2.24116591928251,0.89011455990284
"102868","2022-06-03",-2.25840425531915,0.886282195981087
"102913","2022-06-04",-2.29030120481928,0.88181323522423
"102972","2022-06-05",-2.29403017241379,0.880911652496408
"103006","2022-06-06",-2.29646017699115,0.880598855530974
"103136","2022-06-07",-2.29919168591224,0.881189670323326
"103435","2022-06-08",-2.30681592039801,0.880656799792703
"103442","2022-06-09",-2.31106666666667,0.8796266652
"103447","2022-06-10",-2.31734317343173,0.878858856242312
"103452","2022-06-11",-2.38739130434783,0.873732628985507
"103455","2022-06-13",-2.33923076923077,0.884572582051282
"103457","2022-06-14",-2.29,0.8869716375
